question,qtype,generated_answer,ground_truth,blocked,latency_ms,word_overlap,safety_compliance,num_docs,expanded_queries,ragas_faithfulness,ragas_answer_relevance,ragas_context_precision,ragas_context_recall,deepeval_hallucination,deepeval_relevance,failure_missing_evidence,failure_noisy_evidence,failure_unsupported_claims,failure_unsafe_tone,rouge1_f,rougeL_f,bertscore_f1
What are the treatments for Klumpke paralysis ?,general,The provided context does not contain enough information to answer this question reliably. It describes the causes and symptoms of Klumpke paralysis but does not specify any treatments. Please consult a qualified healthcare professional before making any clinical decisions.,"How might Klumpke paralysis be treated? The  affected arm may be immobilized across the body for 7 to 10 days. For mild cases gentle massage of the arm and range-of-motion exercises may be recommended. For torn nerves (avulsion and rupture injuries), symptoms may improve with surgery.    Most infants recover from neuropraxia within 4 months. Parents or guardians of infants that show no evidence of spontaneous recovery at 4 months, may be counseled regarding additional treatment options. These treatment options may include: Surgery on the nerves (e.g., nerve grafts and neuroma excision) Tendon transfers to help the muscles that are affected by nerve damage work better",False,8059.4,0.08860759493670886,0.16,4,4,0.5,0.0,0.7499999999625,0.0,0.75,1.0,False,True,False,False,0.12244897959183675,0.09523809523809523,0.0
What causes Urinary Incontinence in Men ?,general,"The provided context suggests that urinary incontinence in men can be caused by several factors. Stress incontinence occurs when the muscles that keep the bladder closed are weak, leading to accidents during activities like sneezing, laughing, or lifting heavy objects. Urgency incontinence, or overactive bladder, happens when bladder muscles become too active, causing a strong urge to urinate even with little urine in the bladder. Other causes of incontinence in men may include prostate problems and nerve damage. The specific cause of urinary incontinence can vary, and treatment depends on the type of incontinence and individual circumstances [Source: NIH: National Institute of Diabetes and Digestive and Kidney Diseases].

Please consult a qualified healthcare professional before making any clinical decisions.","Urinary incontinence in men results when the brain does not properly signal the bladder, the sphincters do not squeeze strongly enough, or both. The bladder muscle may contract too much or not enough because of a problem with the muscle itself or the nerves controlling the bladder muscle. Damage to the sphincter muscles themselves or the nerves controlling these muscles can result in poor sphincter function. These problems can range from simple to complex.
                
A man may have factors that increase his chances of developing UI, including
                
- birth defectsproblems with development of the urinary tract  - a history of prostate cancersurgery or radiation treatment for prostate cancer can lead to temporary or permanent UI in men
                
UI is not a disease. Instead, it can be a symptom of certain conditions or the result of particular events during a mans life. Conditions or events that may increase a mans chance of developing UI include
                
- benign prostatic hyperplasia (BPH)a condition in which the prostate is enlarged yet not cancerous. In men with BPH, the enlarged prostate presses against and pinches the urethra. The bladder wall becomes thicker. Eventually, the bladder may weaken and lose the ability to empty, leaving some urine in the bladder. The narrowing of the urethra and incomplete emptying of the bladder can lead to UI.  - chronic coughinglong-lasting coughing increases pressure on the bladder and pelvic floor muscles.  - neurological problemsmen with diseases or conditions that affect the brain and spine may have trouble controlling urination.  - physical inactivitydecreased activity can increase a mans weight and contribute to muscle weakness.  - obesityextra weight can put pressure on the bladder, causing a need to urinate before the bladder is full.  - older agebladder muscles can weaken over time, leading to a decrease in the bladders capacity to store urine.
                
More information is provided in the NIDDK health topics, Nerve Disease and Bladder Control and Prostate Enlargement: Benign Prostatic Hyperplasia.",False,10049.3,0.19540229885057472,0.24,4,4,1.0,0.0,0.6388888888675925,0.5833333333333334,0.0,0.7,False,True,False,False,0.28965517241379307,0.15172413793103448,0.0
What is (are) multiple cutaneous and mucosal venous malformations ?,general,"Multiple cutaneous and mucosal venous malformations (VMCM) are a condition characterized by the presence of venous malformations in the skin and mucous membranes. VMCM is inherited in an autosomal dominant pattern, meaning that one copy of the altered gene in each cell is sufficient to increase the risk of developing these malformations. Some gene mutations associated with VMCM are acquired during a person's lifetime and are present only in certain cells, known as somatic mutations. Researchers have found that some VMCM lesions have both an inherited and a somatic TEK gene mutation. It is believed that the inherited mutation alone is not enough to cause venous malformations, as lesions are localized and not all veins are malformed. In most cases, an affected person has one parent with the condition [Source: 0000687.xml].

Please consult a qualified healthcare professional before making any clinical decisions.","Multiple cutaneous and mucosal venous malformations (also known as VMCM) are bluish patches (lesions) on the skin (cutaneous) and the mucous membranes, such as the lining of the mouth and nose. These lesions represent areas where the underlying veins and other blood vessels did not develop properly (venous malformations). The lesions can be painful, especially when they extend from the skin into the muscles and joints, or when a calcium deposit forms within the lesion causing inflammation and swelling.  Most people with VMCM are born with at least one venous malformation. As affected individuals age, the lesions present from birth usually become larger and new lesions often appear. The size, number, and location of venous malformations vary among affected individuals, even among members of the same family.",False,9327.1,0.2608695652173913,0.16,4,4,0.9090909090909091,0.763925682173266,0.499999999975,0.5,0.5,0.9090909090909091,False,True,False,False,0.3542435424354244,0.22878228782287824,0.0
Is Thoracic outlet syndrome inherited ?,general,The provided context does not contain enough information to answer this question reliably. There is no mention of the inheritance patterns or genetic factors related to thoracic outlet syndrome in the given sources. Please consult a qualified healthcare professional before making any clinical decisions.,"Are cervical ribs inherited? Cervical ribs are actually thought to be a common trait. It has been estimated that 1 to 2% of the population have a cervical rib. Cervical ribs can affect one or both sides of the neck, and may cause thoracic outlet syndrome by putting pressure on an artery.  Currently, the cause of cervical ribs is not known. In general, both genetic and environmental factors are thought to be involved. There have been animal studies investigating the role of HOX genes in causing extra ribs. Studies have also suggested environmental exposures, such as maternal exposure to foreign chemicals or stress during pregnancy could play a role. Further research in this area is needed. There have been rare case reports of families with multiple members with cervical rib. In these families autosomal dominant inheritance was suspected. Click here to learn more about autosomal dominant inheritance.   While we were unable to find recurrence risk data that might help inform your loved ones of their risk for cervical rib and thoracic outlet syndrome, we do suggest that your family members let their healthcare provider know of their family medical history. The Surgeon General's Family History Initiative's Family Health Portrait Tool, may be a helpful resource. You can use this tool to collect, record, and share your family health history information. http://www.hhs.gov/familyhistory/",False,9008.0,0.11724137931034483,0.16,4,4,0.5,0.0,0.999999999975,0.0,0.0,1.0,False,True,False,False,0.16236162361623618,0.0959409594095941,0.0
What is (are) Prescription Drug Abuse ?,general,"Prescription drug abuse refers to the misuse of medications that are legally prescribed by healthcare providers. This can include taking medication in a manner or dose other than prescribed, using someone else's prescription, or taking the medication for the experience or feeling it causes rather than for its intended medical purpose. Prescription drug abuse can have serious consequences, particularly for older adults, and can lead to addiction and other health problems. Prevention strategies include careful monitoring of medication use, following prescription directions, and ensuring medications are used only for their prescribed purposes [Source: Prescription and Illicit Drug Abuse].

Please consult a qualified healthcare professional before making any clinical decisions.","If you take a medicine in a way that is different from what the doctor prescribed, it is called prescription drug abuse. It could be       - Taking a medicine that was prescribed for someone else    - Taking a larger dose than you are supposed to    - Taking the medicine in a different way than you are supposed to. This might be crushing tablets and then snorting or injecting them.    - Using the medicine for another purpose, such as getting high       Abusing some prescription drugs can lead to addiction. These include narcotic painkillers, sedatives, tranquilizers, and stimulants.    Every medicine has some risk of side effects. Doctors take this into account when prescribing medicines. People who abuse these drugs may not understand the risks. The medicines may not be safe for them, especially at higher doses or when taken with other medicines.     NIH: National Institute on Drug Abuse",False,11345.5,0.26262626262626265,0.24,4,4,0.7,0.0,0.9999999999666667,0.3333333333333333,0.0,0.6,False,True,False,False,0.36507936507936506,0.1984126984126984,0.0
What are the symptoms of Prieto X-linked mental retardation syndrome ?,general,"The provided context does not contain enough information to answer this question reliably. There is no mention of Prieto X-linked mental retardation syndrome or its symptoms in the provided excerpts.

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Prieto X-linked mental retardation syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Prieto X-linked mental retardation syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the nose 90% Clinodactyly of the 5th finger 90% Cognitive impairment 90% Gait disturbance 90% Low-set, posteriorly rotated ears 90% Ventriculomegaly 90% Abnormal dermatoglyphics 50% Abnormality of the hip bone 50% Aplasia/Hypoplasia of the earlobes 50% Cryptorchidism 50% High forehead 50% Hypertelorism 50% Increased number of teeth 50% Muscular hypotonia 50% Neurological speech impairment 50% Optic atrophy 50% Patellar dislocation 50% Sacral dimple 50% Seizures 50% Abnormality of the pupil 7.5% Abnormality of the ribs 7.5% Delayed skeletal maturation 7.5% Epicanthus 7.5% Hernia of the abdominal wall 7.5% Nystagmus 7.5% Ptosis 7.5% Reduced bone mineral density 7.5% Strabismus 7.5% 11 pairs of ribs - Abnormality of the skin - Abnormality of the teeth - Cerebral atrophy - Clinodactyly - Coxa valga - Inguinal hernia - Intellectual disability - Low-set ears - Osteoporosis - Patellar subluxation - Prominent nose - Radial deviation of finger - Retrognathia - Talipes equinovarus - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,10989.6,0.07731958762886598,0.16,4,4,0.5,0.0,0.9999999999666667,0.8888888888888888,0.25,1.0,False,False,False,False,0.0892018779342723,0.06572769953051644,0.0
What are the treatments for glutaric acidemia type II ?,general,"The treatments for glutaric acidemia type II aim to prevent long-term problems and manage symptoms. The following treatments are often recommended:

1. **Avoidance of Fasting**: Infants and young children with glutaric acidemia type II should eat frequent meals to prevent hypoglycemia and metabolic crises.

2. **Dietary Management**: A low-fat, low-protein, high-carbohydrate diet may be advised to help manage the condition.

3. **Supplements**: Riboflavin, L-carnitine, and glycine supplements may be needed to help the body create energy.

4. **Monitoring During Illness**: It is important to alert the child's doctor if they become ill, as illness can trigger a metabolic crisis.

These treatments should be tailored to the individual, and it is important for individuals with glutaric acidemia type II to consult with a metabolic doctor and a dietician to develop an appropriate dietary plan. Treatment may need to be continued throughout the individual's lifetime.

Please consult a qualified healthcare professional before making any clinical decisions.","These resources address the diagnosis or management of glutaric acidemia type II:  - Baby's First Test  - Genetic Testing Registry: Glutaric aciduria, type 2   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",False,9311.4,0.1794871794871795,0.32,4,4,0.8,0.9594566784390205,0.0,0.0,0.25,1.0,True,True,False,False,0.16190476190476188,0.11428571428571431,0.0
What is (are) Diabetes Insipidus ?,general,"Diabetes insipidus is a disorder characterized by an imbalance in the body's water regulation, leading to excessive urination (polyuria) and excessive thirst (polydipsia). There are different forms of diabetes insipidus, including nephrogenic and neurohypophyseal diabetes insipidus, each with distinct causes and characteristics:

1. **Nephrogenic Diabetes Insipidus**: This form can be either acquired or hereditary. The acquired form may result from chronic kidney disease, certain medications (such as lithium), low potassium levels (hypokalemia), high calcium levels (hypercalcemia), or urinary tract obstructions. The hereditary form is caused by genetic mutations, with symptoms typically appearing in the first few months of life [Source: 0004342.xml].

2. **Neurohypophyseal Diabetes Insipidus**: This disorder involves the production of too much urine due to a disruption in water balance. It can be acquired through injuries, tumors, or other factors, or it can be familial, caused by genetic mutations. Symptoms include frequent urination and excessive thirst, and if untreated, it can lead to dehydration and serious complications such as confusion, low blood pressure, seizures, and coma [Source: 0000726.xml].

Diabetes insipidus should not be confused with diabetes mellitus, which involves high blood sugar levels due to insulin issues and is a separate condition [Source: 0000726.xml].

Please consult a qualified healthcare professional before making any clinical decisions.","Diabetes insipidus (DI) causes frequent urination. You become extremely thirsty, so you drink. Then you urinate. This cycle can keep you from sleeping or even make you wet the bed. Your body produces lots of urine that is almost all water.    DI is different from diabetes mellitus (DM), which involves insulin problems and high blood sugar. The symptoms can be similar. However, DI is related to how your kidneys handle fluids. It's much less common than DM. Urine and blood tests can show which one you have.    Usually, DI is caused by a problem with your pituitary gland or your kidneys. Treatment depends on the cause of the problem. Medicines can often help.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases",False,9603.6,0.30434782608695654,0.32,4,4,0.9565217391304348,0.7646033838712508,0.4166666666458333,0.5714285714285714,0.0,0.9545454545454546,False,False,False,False,0.33532934131736525,0.1317365269461078,0.0
"What are the symptoms of Paget disease of bone, familial ?",general,"The provided context does not contain specific information about the symptoms of familial Paget disease of bone. However, it does mention general symptoms of Paget's disease of bone, which include pain, enlarged bones, broken bones, and damaged cartilage in joints. These symptoms may also be present in familial cases, but the context does not specify any unique symptoms for the familial form.

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Paget disease of bone, familial? The Human Phenotype Ontology provides the following list of signs and symptoms for Paget disease of bone, familial. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hearing impairment 5% Autosomal dominant inheritance - Bone pain - Elevated alkaline phosphatase - Fractures of the long bones - Osteosarcoma - Patchy osteosclerosis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,8723.1,0.12686567164179105,0.24,4,4,0.8888888888888888,0.0,0.49999999995,0.125,0.0,0.8888888888888888,False,True,False,False,0.22910216718266255,0.14860681114551083,0.0
What are the treatments for globozoospermia ?,general,"The provided context indicates that there is currently no cure for globozoospermia. However, certain assisted reproductive technologies can help men affected by this condition conceive children. Specifically, Intracytoplasmic Sperm Injection (ICSI) combined with assisted egg cell activation is mentioned as a method that can assist in achieving conception for men with globozoospermia [Source: Globozoospermia 0002579.xml].

Please consult a qualified healthcare professional before making any clinical decisions.",These resources address the diagnosis or management of globozoospermia:  - Association for Reproductive Medicine: Semen Analysis  - Centers for Disease Control: Assisted Reproductive Technology (ART)  - Genetic Testing Registry: Globozoospermia  - MedlinePlus Encyclopedia: Semen Analysis  - MedlinePlus Health Topic: Assisted Reproductive Technology   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,False,9270.8,0.10869565217391304,0.16,4,4,0.75,0.0,0.49999999995,0.6666666666666666,0.0,1.0,False,True,False,False,0.15384615384615383,0.10769230769230768,0.0
